Area,Timestamp,Lat,Lon,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class
Howrah Ghat,2023-08-15,8.720034,76.898037,28.75,7.1,7.025,50.75,0.975,0.775,750,1700.0,yes
Howrah Ghat,2023-08-16,15.286089,74.07692,27.7916667,6.68333333,6.335,127.108333,1.99181818,0.44166667,9.8,148.75,no
Howrah Ghat,2023-08-17,26.847017,75.817606,26.5455,5.37182,7.99,349.091,2.01364,0.36545,3.54545,27.8182,yes
Howrah Ghat,2023-08-18,26.277995,73.011094,22.0,7.6,7.6,2355,3.69,4,12,0.59,yes
Howrah Ghat,2023-08-19,22.57247,88.358788,27.5,7.8,7.8,981,0.04,2,4,0.42,yes
Howrah Ghat,2023-08-20,19.285012,72.880977,27.5833333,6.98333333,8.3,161.845455,3.76666667,0.47943333,44.3333333,90.0,no
Howrah Ghat,2023-08-21,19.066079,72.922863,20.4416667,5.20416667,7.835,430.2,5.6,0.63916667,216.666667,1354.16667,yes
Howrah Ghat,2023-08-22,23.3440997,85.309562,24.25,6.3,6.99166667,,4.41666667,,330,1650.0,yes
Howrah Ghat,2023-08-23,15.884349,78.119382,19.0,8.0,8.0,202,0.6,0.4,9,123.0,yes
Howrah Ghat,2023-08-24,17.9689008,79.5940544,27.5833333,6.53333333,8.03916667,342.4,1.54166667,0.3025,160.8,1188.0,no
Howrah Ghat,2023-08-25,25.2401294,86.7404394,24.8571,7.71429,7.91429,368.286,2.82857,1.71167,3685.71,22742.9,yes
Howrah Ghat,2023-08-26,27.4925186,76.5856658,29.0,5.0,8.0,359,4.0,0.23,5,15.0,yes
Howrah Ghat,2023-08-27,31.976579,76.050795,20.0,8.0,8.0,177,0.5,0.4,7,92.0,yes
Howrah Ghat,2023-08-28,17.732867,73.991818,20.65,5.25,7.79583333,311.175,5.75,0.4615,237.416667,1372.5,yes
Howrah Ghat,2023-08-29,19.483827,73.258844,21.325,4.9,7.87833333,380.575,6.25,0.62916667,153.75,1049.58333,yes
Howrah Ghat,2023-08-30,18.4385553,79.1288412,24.75,8.56666667,8.155,521.6,3.11666667,0.295,26.2,1056.0,no
Howrah Ghat,2023-08-31,20.573203,86.7145994,27.5,7.49166667,7.85,156.5,1.41666667,0.24835392,710.833333,1439.16667,yes
Howrah Ghat,2023-09-01,23.6922971,86.8295645,28.5417,8.425,7.83833,230.917,1.84583,0.24983,545.455,5445.45,yes
Howrah Ghat,2023-09-02,16.497706,75.137025,29.0,5.31090909,8.03909091,779.090909,1.20954545,6.92454545,322.272727,563.636364,no
Howrah Ghat,2023-09-03,28.072384,75.82289,30.7,7.4,7.4,4350,0.99,7,28,1.19,yes
Howrah Ghat,2023-09-04,18.442294,73.767091,26.0,6.09583333,7.68166667,152.436667,2.28333333,0.23083333,36.6666667,340.833333,yes
Howrah Ghat,2023-09-05,10.02943,76.385622,26.375,1.975,6.76666667,78.5,2.36666667,0.19916667,455.833333,1275.0,yes
Howrah Ghat,2023-09-06,18.958037,72.820653,27.5833333,6.1,7.95833333,935.391667,6.15,2.103375,2.5,82.5,yes
Howrah Ghat,2023-09-07,19.981065,72.745182,27.0,7.5,7.5,699,1.31,38,93,0.69,yes
Howrah Ghat,2023-09-08,23.354814,86.394442,28.0,7.0,7.0,1249,2.62,8,23,0.32,yes
Howrah Ghat,2023-09-09,19.018316,72.832979,23.6666667,5.94166667,7.875,477.333333,3.15833333,1.456354545,4.16666667,119.166667,yes
Howrah Ghat,2023-09-10,19.0623704,72.8410241,24.8333333,7.975,8.02833333,481,2.3,0.30666667,75.8,854.0,no
Howrah Ghat,2023-09-11,25.619123,85.182337,25.5,7.7,7.7,668,,,22,0.9,yes
Howrah Ghat,2023-09-12,16.709685,74.456775,23.0,8.5,8.5,1560,4.23,5,75,,no
Howrah Ghat,2023-09-13,31.0139859,78.4599554,5.95,8.35,7.6,74,,0.2,,,yes
Howrah Ghat,2023-09-14,17.0005383,81.8040344,26.3666667,6.20833333,7.40583333,268.333333,1.2,1.9625,3.33333333,984.083333,yes
Howrah Ghat,2023-09-15,21.169978,72.673895,27.0,8.2,8.2,2098,0.48,3,3,0.37,no
Howrah Ghat,2023-09-16,18.098937,74.217432,27.3333333,4.385,8.08916667,767.191667,7.78333333,0.8275,207.5,1612.5,no
Howrah Ghat,2023-09-17,23.5251102,77.8081363,35.0,7.06,8.144,733.8,3.94,1.89,8.25,512.0,no
Howrah Ghat,2023-09-18,26.458264,74.6362,22.0,7.8,7.8,685,0.15,4,8,0.23,yes
Howrah Ghat,2023-09-19,22.724402,88.32879,28.8,6.8,6.8,903,25.5,,,0.03,yes
Howrah Ghat,2023-09-20,17.6092171,80.7048084,23.0,7.1,7.1,2032,3.2,2,667,0.81,yes
Howrah Ghat,2023-09-21,,,24.0,7.9,7.9,3819,3.85,4,110,,yes
Howrah Ghat,2023-09-22,19.46651,75.3975,27.3636364,6.41818182,8.06666667,733.258333,5.13333333,1.87498333,3,98.1818182,no
Howrah Ghat,2023-09-23,26.8466937,80.9461659,27.8333,3.6,7.434,427.25,7.45,3.742,70799.9,103367.0,yes
Howrah Ghat,2023-09-24,26.0206982,89.9743462,27.375,6.925,7.15,147,1.55,0.1,200,720.0,yes
Howrah Ghat,2023-09-25,8.814188,76.66726,27.35,6.225,7.25,8861.5,1.625,0.835,157.5,480.0,yes
Howrah Ghat,2023-09-26,18.1066576,83.3955505,27.6,7.3,7.3,1151,8.0,3,78,0.87,yes
Howrah Ghat,2023-09-27,23.181467,79.986407,22.3833333,7.16666667,7.6,482.083333,2.39166667,0.7335,2,111.0,yes
Howrah Ghat,2023-09-28,17.672331,73.88601,22.075,5.20833333,7.80416667,270.708333,5.75,0.385,134.583333,1112.5,yes
Howrah Ghat,2023-09-29,22.62794,88.221773,26.5,7.5,7.5,981,5.9,4,22,0.31,yes
Howrah Ghat,2023-09-30,8.6266415,78.023819,29.25,6.85833333,7.15333333,338.25,1.33333333,0.13333333,69.5833333,135.0,yes
Howrah Ghat,2023-10-01,27.52657,76.75096,28.5,7.3,7.3,2530,0.15,4,5,1.06,yes
Howrah Ghat,2023-10-02,27.8786827,76.281181,30.7,7.6,7.6,1627,0.22,3,4,0.92,yes
Howrah Ghat,2023-10-03,25.8907463,78.3324511,22.3,8.0,8.0,896.5,1.9,0.4,,,yes
Howrah Ghat,2023-10-04,23.5024937,77.134135,27.8,7.7,7.6,618.3,2.6,,,,yes
Howrah Ghat,2023-10-05,22.8045665,86.2028754,26.2727273,6.22727273,7.65454545,180.5,2.62727273,6.63363636,,,yes
Howrah Ghat,2023-10-06,18.4385553,79.1288412,24.75,7.68333333,8.0875,564.6,4.825,0.8025,265.4,1600.0,no
Howrah Ghat,2023-10-07,12.269937,75.121154,29.25,6.65,6.925,2530.5,0.5,0.22,307.75,465.0,yes
Howrah Ghat,2023-10-08,10.7869994,79.1378273,27.4545455,7.0,8.11545455,513.454545,1.67636364,0.21945455,181.818182,863.636364,no
Howrah Ghat,2023-10-09,12.457601,75.958686,25.3333333,6.96666667,7.78333333,92.5833333,1.0,0.12575,1600,1600.0,yes
Howrah Ghat,2023-10-10,22.8011177,73.5594128,27.0,6.95,8.5,668,5.0,0.174,4,17.0,no
Howrah Ghat,2023-10-11,18.157477,74.531681,26.5,7.9,7.9,5760,4.25,25,275,0.99,yes
Howrah Ghat,2023-10-12,31.940009,75.247906,14.0,7.0,7.0,334,1.0,1,370,738.0,yes
Howrah Ghat,2023-10-13,28.208822,76.8446,30.5,7.6,7.6,2900,2.41,4,6,0.65,yes
Howrah Ghat,2023-10-14,18.18341,73.95436,26.5,5.4875,7.92166667,454.781667,5.05,0.49333333,130.416667,1050.0,yes
Howrah Ghat,2023-10-15,25.9132489,93.7511268,25.0,4.7,7.775,273,1.3,,,,yes
Howrah Ghat,2023-10-16,18.567826,73.811507,27.25,2.60416667,7.70166667,548.275,11.0083333,0.64916667,298.75,1595.83333,yes
Howrah Ghat,2023-10-17,28.196777,78.381378,19.2286,8.73714,7.45833,188.5,3.08333,0.22833,420,850.0,yes
Howrah Ghat,2023-10-18,12.9311652,77.5723302,28.3333333,6.67,7.46666667,571,2.5,1.375,19,38.6666667,yes
Howrah Ghat,2023-10-19,21.0971034,81.0302222,24.3,7.5,7.4,329.3,1.6,0.4,,827.5,yes
Howrah Ghat,2023-10-20,26.6499077,85.4298197,24.3333,5.8,7.96,368.333,5.26667,1.38,1066.67,3166.67,yes
Howrah Ghat,2023-10-21,26.1445169,91.7362365,27.25,0.0,7.05,739,41.5,0.2725,970,8466.667,yes
Howrah Ghat,2023-10-22,13.929903,75.568101,26.1666667,6.91666667,7.34166667,196.083333,2.0,1.49,60,228.333333,yes
Howrah Ghat,2023-10-23,34.0973756,74.8271654,30.1818182,6.23090909,8.1,568.990909,4.546,1.80817273,3.36363636,103.0,no
Howrah Ghat,2023-10-24,31.708165,76.931367,19.0,8.0,8.0,233,1.1,0.9,773,2327.0,yes
Howrah Ghat,2023-10-25,22.462946,88.396754,31.0,8.2,8.2,1174,0.04,4,9,0.61,no
Howrah Ghat,2023-10-26,28.2088218,76.8445999,28.5,7.7,7.7,1810,0.14,4,9,0.92,yes
Howrah Ghat,2023-10-27,12.572562,74.953026,28.5,5.55,7.05,20454.5,0.575,0.5825,433,675.0,yes
Howrah Ghat,2023-10-28,23.4601232,75.4119263,28.4444,6.62,7.679,415.9,2.525,1.2289,,,yes
Howrah Ghat,2023-10-29,,,21.0,7.6,7.6,647,1.46,,,0.06,yes
Howrah Ghat,2023-10-30,28.7336221,77.2190227,23.9636,7.77273,8.01818,594.273,2.18182,1.38,9125.45,45763.6,no
Howrah Ghat,2023-10-31,26.9445192,84.5379454,22.6667,7.93333,8.21667,331.333,2.73333,1.38,1266.67,2600.0,no
Howrah Ghat,2023-11-01,20.156499,73.746484,26.0,7.7,7.7,957,5.05,20.5,164,0.08,yes
Howrah Ghat,2023-11-02,20.462521,85.88299,27.5,7.3,7.3,279,0.48,2,2,0.12,yes
Howrah Ghat,2023-11-03,22.5682458,88.3196614,27.0417,7.26667,7.805,300.5,3.98333,0.27083,130750,223667.0,yes
Howrah Ghat,2023-11-04,21.550129,79.693987,22.0,7.7,7.7,668,1.03,15,65,0.73,yes
Howrah Ghat,2023-11-05,18.632307,73.779388,26.25,3.56666667,7.635,344.716667,9.275,0.635,237.5,1441.66667,yes
Howrah Ghat,2023-11-06,20.966734,72.963288,28.0,6.7,8.04,304.19,1.49,0.18,1500,3550.0,no
Howrah Ghat,2023-11-07,20.000747,73.9363495,25.6666667,6.15,7.66833333,330.25,4.95,1.12885,14.5,37.6666667,yes
Howrah Ghat,2023-11-08,27.5043035,77.6870131,13.0,0.8,6.95,,15.4,1.38,37000,70000.0,yes
Howrah Ghat,2023-11-09,22.2375766,84.8033401,26.3333333,7.05833333,7.725,143.141667,1.24166667,1.19338058,1847.5,3491.66667,yes
Howrah Ghat,2023-11-10,22.9250506,72.9932969,28.0,7.65,8.4,2945,17.45,0.27,6.5,30.0,no
Howrah Ghat,2023-11-11,23.2060462,88.5516516,28.4545,2.32727,7.26364,528.636,14.5273,0.40727,685909,986364.0,yes
Howrah Ghat,2023-11-12,20.4587452,85.6036498,26.25,8.1,7.83,167.154545,2.24166667,0.48590204,1038.75,2123.33333,yes
Howrah Ghat,2023-11-13,31.381038,76.381092,20.0,8.0,8.0,272,2.7,1.9,305,703.0,yes
Howrah Ghat,2023-11-14,16.367043,76.657616,28.0,7.28333333,8.16333333,,1.38333333,0.2975,222.416667,1273.33333,no
Howrah Ghat,2023-11-15,23.3714266,79.0899245,26.0,7.8,8.0,445.3,1.6,,,8.3,yes
Howrah Ghat,2023-11-16,24.42671,93.88639,24.0,5.95,6.3,115,3.25,,,25.0,no
Howrah Ghat,2023-11-17,22.613839,88.493109,28.8,6.4,6.4,173,0.1,,,0.06,no
Howrah Ghat,2023-11-18,26.819003,75.796652,29.5,7.4,7.4,1230,0.2,4,6,0.36,yes
Howrah Ghat,2023-11-19,19.881523,73.838965,25.4166667,6.1,7.62833333,286.916667,5.04166667,1.870718182,16.0833333,39.6666667,yes
Howrah Ghat,2023-11-20,22.4329227,87.8598861,27.6364,6.53636,7.71818,900.682,2.01818,0.31091,44909.1,218455.0,yes
Howrah Ghat,2023-11-21,10.2107896,76.7113372,27.75,7.95,7.125,25.25,0.975,0.79175,100.5,182.5,yes
Babughat,2023-01-01,22.262625,84.890664,22.6333333,7.30833333,6.925,,1.9,,,,yes
Babughat,2023-01-02,11.753288,75.492878,27.3,6.1,6.1,282,1.925,21,656,0.03,no
Babughat,2023-01-03,,,15.0,7.0,7.0,654,1.67,5,20,0.48,yes
Babughat,2023-01-04,26.8725184,80.9834952,24.4444,8.41111,8.17667,344.889,2.77778,1.71167,3122.22,6866.67,no
Babughat,2023-01-05,17.6845,75.3259,32.2,5.52,8.1,1128.97,4.67,0.629,166.5,915.0,no
Babughat,2023-01-06,31.404663,76.496791,17.9545455,8.80909091,8.08727273,192.818182,0.35454545,0.38490909,342.090909,1726.36364,no
Babughat,2023-01-07,,,27.5,7.9,7.9,597,1.2,2,75,,yes
Babughat,2023-01-08,21.185459,86.306612,26.08,7.83,7.55,168.555556,0.64,4.667,,,yes
Babughat,2023-01-09,26.2196205,84.3566593,24.6667,7.6,7.84,360.667,2.73333,1.38,900,2100.0,yes
Babughat,2023-01-10,31.899643,76.597945,19.0,8.0,8.0,211,0.5,0.5,7,72.0,yes
Babughat,2023-01-11,26.464155,84.4429,22.5,8.6,8.6,532,,,9,0.8,no
Babughat,2023-01-12,26.238947,73.024309,23.0,7.5,7.5,2500,0.58,6,555,0.52,yes
Babughat,2023-01-13,10.06975,76.30293,25.0,6.6,6.6,105,1.02,2,22,0.18,yes
Babughat,2023-01-14,18.953437,72.841544,20.1666667,5.50909091,7.82666667,791,14.8583333,3.74733333,173.166667,238.333333,yes
Babughat,2023-01-15,12.635864,75.014521,28.75,7.025,7.4,69.25,1.0,0.12,230,660.0,yes
Babughat,2023-01-16,16.237749,74.761787,28.7545455,5.38727273,7.91,885.454545,1.26409091,12.4845455,323.545455,565.454545,yes
Babughat,2023-01-17,8.388518,77.105367,27.0,7.25,7.225,62,0.825,0.9525,525,985.0,yes
Babughat,2023-01-18,26.595248,85.480839,24.5,8.0,8.0,633,,,9.5,0.6,yes
Babughat,2023-01-19,31.326015,75.576183,15.0,4.0,7.0,556,5.0,5,22000,40333.0,yes
Babughat,2023-01-20,21.2894283,77.918174,20.8333333,5.58666667,7.94833333,561.25,5.635,1.48183333,55.1666667,144.5,yes
Babughat,2023-01-21,26.1445169,91.7362365,24.25,7.65,7.466667,152,2.141667,0.156667,160,981.9091,yes
Babughat,2023-01-22,19.8761653,75.3433139,27.3333333,6.81666667,7.95833333,573.583333,4.66666667,1.10099167,2.58333333,86.1666667,yes
Babughat,2023-01-23,26.1270922,79.4703885,20.8,7.8,7.8,1300,0.39,,,,yes
Babughat,2023-01-24,,,24.5,7.7,7.7,372,1.02,2,28,0.19,yes
Babughat,2023-01-25,21.820617,84.951573,28.25,7.78333333,7.86454545,192.375,1.625,1.54070204,1442.5,2825.0,yes
Babughat,2023-01-26,19.946922,73.765437,25.5,7.6,7.6,730,49.97,19,36,0.03,yes
Babughat,2023-01-27,21.2440606,81.6504253,18.25,5.3525,7.89916667,622.416667,6.74166667,1.47016667,99.4166667,247.5,yes
Babughat,2023-01-28,17.6387282,78.1486044,26.5,5.61666667,7.70666667,651.75,3.20833333,3.44166667,25,148.75,yes
Babughat,2023-01-29,10.5595839,77.365461,25.2222222,7.57777778,7.92333333,185.555556,0.99111111,0.14966667,101.222222,211.111111,yes
Babughat,2023-01-30,26.913917,81.068604,,7.8,7.8,778,4.6,2,2,,yes
Babughat,2023-01-31,19.186689,72.974311,28.9166667,6.20833333,7.425,299.298333,5.075,0.94995833,209.166667,400.833333,yes
Babughat,2023-02-01,16.658201,74.821469,27.0833333,7.40833333,8.07333333,665.833333,1.41818182,7.275,470,955.833333,no
Babughat,2023-02-02,10.076186,76.326099,26.9583333,6.225,6.81666667,309.416667,1.61666667,0.3925,1129.16667,2725.0,yes
Babughat,2023-02-03,28.669156,77.453758,21.0,6.9,6.9,1145,2.77,,,0.82,yes
Babughat,2023-02-04,22.8389212,86.2222019,17.0,6.0,8.0,,0.2,,,,yes
Babughat,2023-02-05,,,27.6666667,5.46666667,7.72916667,570.908333,4.0,0.53166667,127.083333,864.583333,yes
Babughat,2023-02-06,11.2525374,77.8001197,28.0833333,5.76666667,7.99666667,422.916667,1.28333333,0.2575,145,289.166667,yes
Babughat,2023-02-07,22.604166,88.436916,27.5,6.9,6.9,1077,0.17,,,0.33,yes
Babughat,2023-02-08,17.2472528,80.1514446,20.0,5.86666667,7.665,431.166667,0.64166667,0.33391667,4.5,1250.0,yes
Babughat,2023-02-09,,,23.5,7.1,7.1,868,0.03,8,12,0.045,yes
Babughat,2023-02-10,24.8653206,92.3587082,12.5,7.125,7.225,123,1.6,0.1275,120,503.3333,yes
Babughat,2023-02-11,22.574444,88.36474,32.5,7.0,7.0,469,0.8,,,0.46,yes
Babughat,2023-02-12,9.721645,76.392667,25.7,6.5,6.5,200,2.46,160,240,,yes
Babughat,2023-02-13,17.6387282,78.1486044,27.25,7.925,7.86583333,,2.06666667,0.66466667,489.166667,1395.83333,yes
Babughat,2023-02-14,9.365136,76.586992,28.0,5.975,7.15,92,0.725,0.3775,765,1390.0,yes
Babughat,2023-02-15,20.7652197,86.1751759,26.75,7.98333333,8.005,183,2.03333333,0.85472796,5725,11870.8333,no
Babughat,2023-02-16,27.1059249,84.4645183,24.0,6.46667,7.96,469,5.8,1.38,2166.67,5066.67,yes
Babughat,2023-02-17,16.5061743,80.6480153,27.0,6.9,6.9,1519,0.2,2,800,0.73,yes
Babughat,2023-02-18,24.5151871,93.7950038,22.0,4.9,7.3,341.733333,1.62,,,70.0,yes
Babughat,2023-02-19,19.51117,73.068034,26.9090909,6.84166667,8.175,313.655,4.25,0.44664167,28.3636364,69.0909091,no
Babughat,2023-02-20,31.487079,78.180887,5.0,8.0,8.0,136,0.3,0.1,25,174.0,yes
Babughat,2023-02-21,19.97046,79.301485,21.0,7.6,7.6,1083,23.51,23,85,0.78,yes
Babughat,2023-02-22,23.4601232,75.4119263,28.85,5.625,7.37818,5356.73,18.43,2.89036,,,yes
Babughat,2023-02-23,26.8725184,80.9834952,23.8333,7.26667,7.98333,257.333,4.3,1.71167,13000,19666.7,yes
Babughat,2023-02-24,27.051099,79.913404,21.8,,7.55,1733.33,86.0,5.51667,260000,329167.0,yes
Babughat,2023-02-25,22.882515,88.014097,29.5909091,10.92,8.20909091,747.272727,9.34545455,0.42239091,42972.7273,67300.0,no
Babughat,2023-02-26,24.6552948,72.9259012,28.4166667,5.42916667,8.455,580.833333,1.03666667,0.85,4.41666667,16.0,no
Babughat,2023-02-27,18.4385553,79.1288412,24.5833333,7.96666667,8.18666667,480,2.15,0.27583333,126.8,1182.0,no
Babughat,2023-02-28,20.9951897,84.288444,28.75,7.85,7.7425,142.75,1.53333333,0.85767458,812.5,1567.5,yes
Babughat,2023-03-01,22.8045665,86.2028754,27.7727273,7.07272727,7.50909091,184.1,2.03636364,6.55181818,,,yes
Babughat,2023-03-02,19.881523,73.838965,25.1666667,6.38181818,7.66333333,260.583333,3.93333333,1.43525,12.6666667,35.6666667,yes
Babughat,2023-03-03,25.8136638,72.2896708,28.5,7.7,7.7,10100,0.22,4,15,1.36,yes
Babughat,2023-03-04,18.825649,74.375023,30.0,7.4,7.4,1134,0.22,19,373,0.87,yes
Babughat,2023-03-05,25.6331345,85.11292,25.1111,8.43333,8.23444,326.556,2.73333,1.71167,2766.67,7044.44,no
Babughat,2023-03-06,21.1702401,72.8310607,27.5,7.1,8.0,525.3,1.9,0.3,1057.5,2775.0,yes
Babughat,2023-03-07,25.603998,85.136441,23.5,8.1,8.1,574,,,6,1.0,no
Babughat,2023-03-08,23.4272938,76.2729838,27.4,7.09090909,7.49454545,425.636364,2.14444444,0.99472727,,,yes
Babughat,2023-03-09,14.907027,78.00927,26.6666667,6.58333333,7.97166667,735.666667,3.25,0.65,114.166667,1001.66667,yes
Babughat,2023-03-10,22.1987268,88.2022875,26.8333,7.06667,7.92083,3185.75,2.27917,0.33667,20333.3,30666.7,yes
Babughat,2023-03-11,32.244947,77.19108,9.0,9.0,8.0,85,0.1,0.2,106,397.0,yes
Babughat,2023-03-12,22.0192669,85.4066,24.7272727,7.72727273,7.63454545,151.545455,1.56363636,0.93891182,713.636364,1471.81818,yes
Babughat,2023-03-13,26.235353,73.009632,27.0,7.4,7.4,21500,0.08,4,15,1.48,yes
Babughat,2023-03-14,25.8907463,78.3324511,22.6,7.7,7.6,692.5,2.0,0.3,,,yes
Babughat,2023-03-15,32.264338,75.642112,15.0,7.0,7.0,334,1.0,2,158,600.0,yes
Babughat,2023-03-16,31.9765793,76.0507949,22.1181818,8.06363636,8.21,164.909091,1.26363636,0.181111111,6.27142857,106.142857,no
Babughat,2023-03-17,20.8256031,86.9214248,27.1666667,6.4,7.625,20368.6667,1.73333333,1.36916583,2728.33333,5174.16667,yes
Babughat,2023-03-18,10.1334101,76.6626344,26.1666667,7.93333333,7.1,26.6666667,1.0,0.093333333,57.3333333,170.0,yes
Babughat,2023-03-19,12.038269,75.367452,28.25,6.575,7.15,12767.75,1.1,0.125,88,1412.25,yes
Babughat,2023-03-20,19.006315,72.846828,23.35,5.07333333,7.82416667,297.158333,5.81666667,0.42958333,210.583333,1335.41667,yes
Babughat,2023-03-21,11.8251336,79.7371832,29.0,5.15,8.055,412.5,1.7,0.05,,,no
Babughat,2023-03-22,21.1440674,79.0835141,22.5,5.91416667,7.9675,495.333333,4.96333333,1.23725,69.1666667,185.833333,yes
Babughat,2023-03-23,23.33235,85.38078,23.7166667,5.90833333,7.03333333,,5.16666667,,280,1500.0,yes
Babughat,2023-03-24,21.141648,72.838191,29.0,7.6,7.6,12018,0.82,3,3,0.08,yes
Babughat,2023-03-25,22.5979218,80.3713854,25.5,7.82,7.396,463.8,1.94,0.85,1.4,87.0,yes
Babughat,2023-03-26,25.61108,85.051206,24.0,7.7,7.7,533,,,14,0.9,yes
Babughat,2023-03-27,,,28.0,8.6,8.6,3885,5.16,2,47,1.24,no
Babughat,2023-03-28,,,23.0,7.9,7.9,905,0.23,,10,1.88,yes
Babughat,2023-03-29,25.485865,85.743591,23.5,7.2,7.2,900,,,10,0.8,yes
Babughat,2023-03-30,26.539345,80.48782,,7.4,7.4,1018,12.6,2,2,2.1,yes
Babughat,2023-03-31,18.560074,74.373309,26.7,3.867,7.811,644.27,8.51,0.412,253.5,1610.0,yes
Babughat,2023-04-01,20.462521,85.882989,27.5,7.39166667,8.05166667,201.333333,3.13333333,0.54188413,42666.6667,61333.3333,no
Babughat,2023-04-02,20.356843,72.928985,27.5555556,7.06666667,7.25333333,212.222222,1.39444444,0.838,3.33333333,6.44444444,yes
Babughat,2023-04-03,13.5592628,80.2098218,,5.45,8.052,38488,3.3,0.637,175.8,566.8,no
Babughat,2023-04-04,9.395511,76.634051,26.625,7.275,7.05,54.25,1.275,0.4075,415,912.5,yes
Babughat,2023-04-05,24.7000766,75.552632,28.5,5.855,7.8,387.5,1.4725,0.375,3.16667,7.0,yes
Babughat,2023-04-06,31.326015,75.576183,23.0,6.0,7.0,326,2.7,6,2500,8375.0,yes
Babughat,2023-04-07,27.051416,79.913673,25.5833,7.85833,7.96417,326.838,4.54167,2.24642,3041.67,10075.0,yes
Babughat,2023-04-08,19.273911,72.961079,26.4,6.69166667,7.7025,274.341667,2.28333333,2.03631667,4.5,87.5,yes
Babughat,2023-04-09,19.4779213,75.3656298,27.2727273,6.78181818,8.08166667,537.025,4.38666667,1.23381667,2.54545455,84.0,no
Babughat,2023-04-10,26.959817,75.84446,29.0,7.3,7.3,1300,2.9,4,8,1.17,yes
Babughat,2023-04-11,15.574892,73.806667,26.9166667,6.0,5.9475,272.989,1.80833333,0.305,10.4545455,170.909091,no
Babughat,2023-04-12,14.489331,79.305183,29.0,5.875,7.975,794.083333,1.10833333,0.26166667,5.5,3158.33333,yes
Babughat,2023-04-13,22.537027,88.388158,26.5,7.8,7.8,1440,0.11,8,20,0.37,yes
Babughat,2023-04-14,12.30593,75.094695,29.25,6.2,7.2,15361.5,0.75,0.385,830,1302.5,yes
Babughat,2023-04-15,25.7577094,73.3486765,24.0,8.0,8.0,11650,0.91,6,1205,1.42,yes
Babughat,2023-04-16,,,25.0,7.1,7.1,1101,1.26,,15,0.14,yes
Babughat,2023-04-17,27.3572121,95.3222502,24.0,5.675,6.625,129,2.075,0.1325,100,767.0,yes
Babughat,2023-04-18,20.462521,85.882989,28.5,8.05,8.04666667,198,1.36666667,0.49037929,475,1022.5,no
Babughat,2023-04-19,26.238947,73.024309,23.5,7.7,7.7,2950,0.31,4,11,1.46,yes
Babughat,2023-04-20,32.264338,75.642112,18.0,7.0,8.0,316,1.0,1.6,95,500.0,yes
Babughat,2023-04-21,31.384426,76.477998,17.0,9.0,8.0,202,0.5,0.3,14,59.0,yes
Babughat,2023-04-22,34.083671,74.797282,8.0,8.0,7.0,152,5.0,1,,,yes
Babughat,2023-04-23,25.992786,91.826111,14.0,10.0,8.0,112,0.2,0.5,213,1072.0,yes
Babughat,2023-04-24,9.32341,76.451728,26.75,7.2,7.0,829.75,0.825,0.163333333,93.75,653.5,yes
Babughat,2023-04-25,28.627949,77.27862,26.4166667,2.905,7.62083333,416.825,16.3166667,0.8225,312.5,1733.33333,yes
Babughat,2023-04-26,21.7217973,82.5948779,29.0,7.2,7.5,320,1.4,2.5065,,17.5,yes
Babughat,2023-04-27,15.773729,75.061045,27.2916667,6.55416667,7.55416667,356.416667,3.075,1.45833333,53.3333333,231.666667,yes
Babughat,2023-04-28,,,22.5,7.6,7.6,851,4.37,,,0.25,yes
Babughat,2023-04-29,26.0206982,89.9743462,27.5,6.875,7.375,98,0.675,0.135,227.5,229.5,yes
Babughat,2023-04-30,8.7170199,77.831725,29.375,6.60833333,6.95208333,341.727273,1.31666667,0.11083333,51.8333333,103.333333,yes
Babughat,2023-05-01,9.32341,76.451728,26.625,6.925,7.125,52,0.775,0.175,46.25,520.25,yes
Babughat,2023-05-02,11.334237,76.029521,24.8333333,7.075,7.075,4600,0.56666667,0.35,229.166667,537.5,yes
Babughat,2023-05-03,27.1364448,88.3931153,,19.33333,6.125,283,4.266667,2.7,80,257.5,no
Babughat,2023-05-04,8.4827779,76.9435906,27.7916667,7.45833333,7.60833333,243.666667,3.29166667,0.133333333,502.5,1525.0,yes
Babughat,2023-05-05,24.8653206,92.3587082,21.5,8.35,7.45,110,2.0,0.11,575,1525.0,yes
Babughat,2023-05-06,21.097336,77.053568,22.5,7.9,7.9,772,2.3,27,85,0.38,yes
Babughat,2023-05-07,12.6950325,78.6218853,28.375,6.33333333,7.57666667,830.166667,1.83333333,0.2425,737.5,2020.0,yes
Babughat,2023-05-08,16.902117,80.103772,29.8333333,6.11666667,7.8125,732,0.65,0.28916667,4.83333333,2350.0,yes
Babughat,2023-05-09,22.5121451,88.3636951,27.3333333,8.35,7.91583333,325.916667,3.86666667,0.05666667,29750,56583.3333,yes
Babughat,2023-05-10,24.7712417,93.8159239,24.0,6.3,6.915,96.15,2.35,,,32.5,yes
Babughat,2023-05-11,24.6013999,73.6742232,22.9166667,5.96083333,8.31916667,577.5,1.44333333,0.258181818,5.25,25.5,no
Babughat,2023-05-12,22.9678988,75.9175657,27.7273,6.90909,7.60545,913.455,8.99,3.00982,,,yes
Babughat,2023-05-13,21.0455204,75.8010962,31.4333333,6.23636364,7.585,573.333333,4.73333333,3.14145,18.5714286,49.5714286,yes
