Area,Timestamp,Lat,Lon,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class,chemical_score,biological_score,physical_score,source_score,WQS,Water_Class
Babughat,2023-08-04,25.435801,81.846311,26.1583,7.15,7.97727,449.583,3.95,1.61167,3408.33,8583.33,yes,88.94816733333333,3.309642528047528,78.42047500000001,75,59.7562546917476,Moderate
Babughat,2023-09-03,15.4153155,75.0435916,26.5,6.85,8.0,281.75,1.0,0.345,1600.0,1600.0,yes,95.57316666666668,20.18965179946554,76.75,75,67.13616220650633,Moderate
Howrah Ghat,2023-07-09,9.682108,76.607993,26.15,6.8,6.625,48.0,0.5,0.435,1225.0,2025.0,yes,98.50533333333334,29.37577003235328,81.1875,80,72.45236434303932,Moderate
Dakshineswar,2023-01-30,21.24850768681818,78.72098095669318,27.25,4.68833333,7.65916667,426.3,7.225,0.4375,262.5,1600.0,yes,85.75366666666667,76.91263643685706,68.497916625,78,78.87484092272379,Safe
Babughat,2023-05-29,17.65469,75.916669,25.0,7.9,7.9,1572.0,0.28,17.0,350.0,1.6,yes,70.30666666666667,70.46880897187134,82.75,75,73.31330935822807,Moderate
Howrah Ghat,2023-09-22,19.46651,75.3975,27.3636364,6.41818182,8.06666667,733.258333,5.13333333,1.87498333,3.0,98.1818182,no,84.322985566,99.7004495503373,74.090909075,80,86.4575109065012,Safe
Howrah Ghat,2023-02-23,18.953437,72.841544,19.0,5.87,7.78833333,620.916667,5.30833333,1.3125,49.25,121.416667,yes,85.66305555666666,95.1943114169261,73.43750002499999,80,85.51101565274449,Safe
Bally Bridge,2023-10-03,22.744108,77.736967,37.0,8.6,8.01666667,254.666667,1.26666667,0.98,4.0,576.0,no,94.98044443666667,99.60079893439917,85.37499997500001,74,92.34741744998642,Safe
Howrah Ghat,2023-06-03,11.0598753,78.1421904,25.8333333,6.8,7.805,500.416667,1.2875,0.15833333,176.666667,368.333333,yes,93.15249999933332,83.80590907203084,77.9625,80,85.99527272134259,Safe
Babughat,2023-10-28,9.74436199999999,77.290796,26.1666667,8.09166667,8.06333333,275.5,0.83833333,0.2925,106.666667,220.0,no,95.89322222666668,89.88252311720004,82.483333375,75,89.31871250082668,Safe
Howrah Ghat,2023-03-16,27.4728327,94.911962,22.0,5.775,7.3,178.0,2.925,0.16,120.0,1066.667,yes,94.192,88.69204367171575,76.625,80,87.60941310151473,Safe
Bally Bridge,2023-08-06,11.5087638,78.0673326,26.1666667,6.85833333,7.85416667,441.75,1.26333333,0.16941667,170.833333,346.666667,yes,93.762522224,84.2962055721358,77.885416625,74,85.77095388624075,Safe
Babughat,2023-06-29,19.208841,73.161056,25.9166667,6.79166667,7.8,150.8,3.4,0.496875,601.25,740.416667,yes,93.56116666666668,54.81260501294057,77.95833335,75,76.95991484054883,Safe
Dakshineswar,2023-03-16,28.2088218,76.8445999,30.0,8.5,8.5,1015.0,1.03,3.0,6.0,0.64,no,86.07666666666667,99.40179640539353,81.25,78,88.30120558828472,Safe
Howrah Ghat,2023-02-01,15.828126,78.037279,26.6,6.33333333,7.532,725.7,3.04,1.44,184.0,1440.0,yes,87.53766666666667,83.19358038266718,77.67666665,80,83.50847411146682,Safe
Babughat,2023-07-04,24.2182429,83.0346073,26.2667,7.24167,7.70667,185.333,2.125,0.885,1300.0,2141.67,yes,94.60533666666667,27.25317930340126,80.908325,75,69.69975345768705,Moderate
Dakshineswar,2023-06-20,8.424494,77.098174,27.25,7.625,7.225,59.25,0.55,0.6525,462.5,1162.5,yes,98.15216666666667,62.970740751161,86.4375,78,83.23958889201496,Safe
Bally Bridge,2023-11-01,26.956432,75.741253,30.5,8.0,8.0,690.0,1.04,4.0,8.0,0.6,yes,88.51333333333334,99.20319148370606,82.5,74,89.06629077844516,Safe
Howrah Ghat,2023-03-11,21.5455841,74.4683333,29.37,6.09,7.545,539.8,5.11,2.84084,22.3333333,69.0,yes,85.51599466666667,97.79142093460985,76.3625,80,86.81632414704961,Safe
Babughat,2023-10-04,21.24850768681818,78.72098095669318,24.75,6.3,6.3,218.0,3.0,30.0,20.0,0.06,no,69.82,98.01986733067552,76.25,75,80.08396019920265,Safe
Bally Bridge,2023-08-11,17.061781,74.230004,24.3333333,6.50833333,7.97916667,459.466667,2.875,1.095336364,15.8333333,128.666667,yes,90.69573090546666,98.42913549772985,75.197916625,74,88.24661633650564,Safe
Dakshineswar,2023-06-23,12.30958,75.688443,24.5,6.94166667,7.45,59.3333333,1.0,0.142857143,1600.0,1600.0,yes,97.95904761926668,20.18965179946554,81.33333335,78,69.30718125754633,Moderate
Babughat,2023-02-16,27.1059249,84.4645183,24.0,6.46667,7.96,469.0,5.8,1.38,2166.67,5066.67,yes,86.47266666666667,11.45584621305108,75.13335000000001,75,60.552490530582,Moderate
Bally Bridge,2023-04-04,11.2525374,77.8001197,28.1666667,5.1,7.87083333,500.833333,1.79916667,0.21225,176.666667,369.166667,yes,92.42297777666668,83.80590907203084,68.96875002499999,74,83.30471383727593,Safe
Dakshineswar,2023-08-21,21.8457287,70.6975175,26.0,7.70909091,8.09090909,403.0,3.1,0.05381818,4.1,16.1818182,no,91.79361212266669,99.5908393524931,80.363636375,78,90.4674239298146,Safe
Babughat,2023-10-30,19.314356,73.179349,24.88953091982379,7.06,7.73,111.105,4.37,0.32381,193767.1311595211,576037.4703817832,yes,92.80323533333332,7.046998242674918e-83,79.82499999999999,75,60.58629413333333,Moderate
Babughat,2023-07-05,23.6375958,75.125964,26.8333333,7.15,7.58333333,363.666667,0.86666667,1.47633333,193767.1311595211,576037.4703817832,yes,94.026711106,7.046998242674918e-83,81.375000025,75,61.3856844474,Moderate
Howrah Ghat,2023-01-26,31.940009,75.247906,15.0,8.0,8.0,177.0,0.5,0.6,66.0,662.0,yes,97.08333333333331,93.61308642916188,82.5,80,91.4172592620819,Safe
Dakshineswar,2023-10-11,21.7217973,82.5948779,27.1666667,7.275,7.53333333,271.958333,1.15,1.26483333,193767.1311595211,127.333333,yes,94.73521667266668,7.046998242674918e-83,82.375000025,78,62.16908667406666,Moderate
Dakshineswar,2023-03-21,21.1616527,73.7946402,30.6666667,5.84444444,7.66444444,487.111111,5.18888889,2.75388889,18.6,39.2,yes,86.007259258,98.15719124925192,74.2388889,78,86.49783885797557,Safe
Babughat,2023-06-18,32.244947,77.19108,10.0,9.0,8.0,74.0,0.2,0.4,189.0,889.0,yes,98.67333333333332,82.77865066947336,87.5,75,89.30292853417535,Safe
Howrah Ghat,2023-04-25,9.358285,76.728298,29.25,6.275,6.9,94.5,1.275,0.985,750.0,1325.0,yes,96.567,47.23665527410147,80.625,80,76.92279658223043,Safe
Howrah Ghat,2023-03-23,27.5300397,94.2652147,20.75,8.925,7.025,104.0,1.675,0.11,193767.1311595211,90.5,yes,96.63866666666668,7.046998242674918e-83,94.4375,80,65.54296666666667,Moderate
Babughat,2023-02-27,18.4385553,79.1288412,24.5833333,7.96666667,8.18666667,480.0,2.15,0.27583333,126.8,1182.0,no,92.11266666933334,88.09098369475242,80.933333325,75,86.95902844115906,Safe
Babughat,2023-03-16,31.9765793,76.0507949,22.1181818,8.06363636,8.21,164.909091,1.26363636,0.181111111,6.27142857,106.142857,no,96.5211717212,99.37481957924608,81.2431818,75,92.16955092225383,Safe
Dakshineswar,2023-10-04,21.2275312,79.1900834,22.1818182,5.53545455,7.85363636,740.272727,5.37545455,1.65963636,89.0,183.636364,yes,84.10229090866667,91.4845573574452,71.27500004999999,78,83.14128358070023,Safe
Bally Bridge,2023-07-19,21.24850768681818,78.72098095669318,21.5,7.5,7.5,107.0,3.4,7.0,17.0,0.71,yes,88.79666666666667,98.31436846349096,83.75,74,89.16297720571396,Safe
Dakshineswar,2023-02-08,20.296059,85.82454,28.0,6.6,6.6,183.0,5.41,2.0,3.0,0.2,yes,89.35666666666667,99.7004495503373,80.0,78,89.45280153176786,Safe
Howrah Ghat,2023-01-16,11.504776,77.238394,27.4166667,6.65833333,7.88833333,237.0,0.94666667,0.1645,140.833333,277.5,yes,96.23617777333334,86.86340722688506,76.629166675,80,87.87932661239886,Safe
Howrah Ghat,2023-09-16,18.098937,74.217432,27.3333333,4.385,8.08916667,767.191667,7.78333333,0.8275,207.5,1612.5,no,81.28830555666667,81.26132417730977,63.756249975,80,77.64496947085959,Safe
Babughat,2023-08-28,12.265848,75.282033,28.0,7.225,7.25,53.75,0.85,0.245,330.0,610.0,yes,98.13316666666668,71.89237334319262,84.25,75,85.17097866962445,Safe
Bally Bridge,2023-03-10,20.4430118,85.7487189,27.6666667,7.63333333,7.99666667,202.2,1.40833333,0.34684438,974.833333,1718.33333,yes,95.82274672266666,37.72552243202429,80.69166662500001,74,73.18508874367396,Moderate
Howrah Ghat,2023-11-11,23.2060462,88.5516516,28.4545,2.32727,7.26364,528.636,14.5273,0.40727,685909.0,986364.0,yes,75.01809066666667,1.2986921404104929e-296,59.65905,80,49.93904626666667,Polluted
Dakshineswar,2023-04-02,21.4668716,83.9811664,26.5833333,6.825,7.765,238.466667,2.47675,0.50533933,26925.0,45191.6667,yes,93.90872853266669,2.0259143224784249e-10,78.3875,78,61.04099141312746,Moderate
Bally Bridge,2023-04-17,21.2148488,86.1241362,27.8181818,7.32727273,7.81,161.0,1.57272727,0.39729982,3772.72727,7209.09091,yes,95.97519045066667,2.298927973934288,80.56136365,74,62.59202730244695,Moderate
Babughat,2023-09-09,19.1826848,72.8594865,25.5833333,4.24166667,7.48416667,510.916667,12.875,2.8069,44.5,194.166667,yes,75.47864666333334,95.64756000936208,67.577083325,75,79.90114333314196,Safe
Babughat,2023-09-29,23.130011,73.610869,27.0,5.5,8.55,391.0,4.0,0.032,4.5,14.5,no,90.73106666666666,99.55101098295704,65.875,75,86.83272996155377,Safe
Dakshineswar,2023-04-19,26.8016678,75.681929,28.35,3.03056,7.981,1547.0,12.4978,0.516,7.6,278.4,yes,67.45346666666667,99.24288069761312,57.7953,78,76.1133108759506,Safe
Dakshineswar,2023-05-23,28.831237,76.39556,24.7,7.49091,7.89091,372.455,1.1,1.38,27020.0,150630.0,yes,93.70478333333334,1.8423116524134257e-10,80.77272500000001,78,61.4364583333886,Moderate
Howrah Ghat,2023-09-07,19.981065,72.745182,27.0,7.5,7.5,699.0,1.31,38.0,93.0,0.69,yes,60.86333333333333,91.11935002961404,83.75,80,76.43113834221755,Safe
Dakshineswar,2023-08-04,17.118387,76.97759,26.8,6.56,8.07,681.0,2.287,1.498,2100.0,4600.0,no,88.94226666666667,12.24564282529819,74.77499999999999,78,62.00559951425612,Moderate
Dakshineswar,2023-01-09,18.600196,73.915313,26.3,2.409,7.755,448.88,13.09,0.789,293.0,1700.0,yes,77.42666666666666,74.60221406972215,56.38249999999999,78,72.42783088758331,Moderate
Dakshineswar,2023-06-29,19.1826848,72.8594865,25.5833333,3.91666667,7.3625,570.833333,13.875,2.842445455,34.8333333,165.0,yes,73.517710306,96.57663639377331,66.86458335,78,79.552991710532,Safe
Howrah Ghat,2023-08-24,17.9689008,79.5940544,27.5833333,6.53333333,8.03916667,342.4,1.54166667,0.3025,160.8,1188.0,no,94.27844444,85.14623465483491,74.87291662499999,80,86.22983149745048,Safe
Babughat,2023-01-24,21.24850768681818,78.72098095669318,24.5,7.7,7.7,372.0,1.02,2.0,28.0,0.19,yes,93.32,97.23883668012468,83.25,75,90.6496510040374,Safe
Dakshineswar,2023-06-24,27.513952,76.685767,32.0,7.8,7.8,1460.0,0.38,3.0,4.0,0.7,yes,82.49333333333334,99.60079893439917,83.0,78,87.27757301365308,Safe
Bally Bridge,2023-06-20,20.2960587,85.8245398,28.6666667,7.59166667,7.85,150.091667,1.71666667,0.65538571,2683.33333,5433.33333,yes,95.68588586866667,6.833499101841538,81.58333335,74,64.04107074801914,Moderate
Babughat,2023-07-15,16.971834,82.223767,25.5,7.3,7.3,1110.0,5.0,3.0,17.0,0.2,yes,79.83333333333333,98.31436846349096,84.25,75,85.77764387238062,Safe
Howrah Ghat,2023-04-13,26.1337646,85.3876454,24.6667,7.6,8.04667,480.333,2.7,1.38,1033.33,2500.0,no,90.49267,35.58201046023805,80.149975,80,70.90166613807142,Moderate
Howrah Ghat,2023-06-08,18.7595503,79.4816378,24.9166667,7.93333333,8.13333333,513.7,3.15833333,0.27416667,42.6,1600.0,no,90.43255555733332,95.82946312661876,81.166666675,80,89.15519449591895,Safe
Dakshineswar,2023-03-23,17.0005383,81.8040344,25.5916667,6.30833333,7.5675,307.25,1.33333333,1.89666667,3.08333333,793.25,yes,93.63238889066666,99.69214152604624,77.28541665,78,90.61768134408054,Safe
Dakshineswar,2023-03-13,23.2645399,88.4380966,28.75,4.8,7.58333,449.5,2.43333,0.41333,32916.7,49000.0,yes,91.929896,5.063593428110494e-13,69.625025,78,58.49696340000015,Moderate
Howrah Ghat,2023-05-29,30.970214,77.105367,25.65,7.575,7.94333,373.917,3.63333,1.65083,2491.67,4166.67,yes,90.095726,8.277162248046356,80.800025,80,62.6814440744139,Moderate
Howrah Ghat,2023-06-10,22.3189132,73.2135032,26.1545,5.47955,8.21818,534.545,1.69191,0.57273,4.18182,13.2727,no,91.940486,99.58269116336425,68.2614,80,88.30328174900929,Safe
Bally Bridge,2023-04-03,30.694771,79.514147,10.05,9.0,7.785,110.5,4.0,0.2,193767.1311595211,576037.4703817832,yes,93.40166666666669,7.046998242674918e-83,89.1125,74,62.58316666666666,Moderate
Howrah Ghat,2023-05-07,25.8674343,86.9423801,26.6667,6.83333,7.6,374.5,2.66667,1.38,1600.0,2966.67,yes,91.59544,20.18965179946554,79.66665,80,66.62840153983966,Moderate
Dakshineswar,2023-06-03,11.4051576,76.6885526,18.9090909,4.80909091,7.57363636,407.272727,10.08,0.77790909,6148.18182,13350.9091,yes,81.864945458,0.213736435246964,69.74318185,78,54.5587354837741,Polluted
Howrah Ghat,2023-05-03,25.9246602,75.456048,22.1,5.85,8.257,290.0,1.87,0.186,4.2,18.6,no,94.45786666666666,99.58088076649544,69.8225,80,89.6219108966153,Safe
Babughat,2023-05-27,30.918402,75.834376,22.0,7.0,8.0,442.0,11.0,5.3,1275.0,4150.0,yes,76.67333333333333,27.94309682214073,77.5,75,62.05226237997555,Moderate
Bally Bridge,2023-11-03,21.1616527,73.7946402,37.3,7.5,7.8,521.2,2.2,3.4,12.0,646.7,yes,89.13466666666666,98.80717128619304,81.5,74,88.99601805252458,Safe
Bally Bridge,2023-08-14,26.1445169,91.7362365,25.375,7.308333,7.283333,159.0,1.508333,0.15,386.3636,1544.545,yes,96.27888933333334,67.95234060462558,84.4166675,74,83.18059141472102,Safe
Bally Bridge,2023-08-29,9.009768,76.929735,26.4583333,7.16666667,7.05,52.0833333,0.55833333,0.14833333,297.5,686.666667,yes,98.616055563,74.26725832207823,85.45833335,74,86.21826639182348,Safe
Bally Bridge,2023-03-09,32.5461852,76.0584094,16.375,7.51125,6.695,49.5875,8.0625,0.69075,8.5,118.25,yes,88.201525,99.15360228629667,85.26875000000001,74,89.48044068588902,Safe
Dakshineswar,2023-06-18,18.567826,73.811507,26.3636364,3.40545455,7.81363636,528.509091,10.5454545,0.49818182,240.0,1690.90909,yes,80.25575763399999,78.66278610665535,60.92500005,78,75.6861388955966,Safe
Bally Bridge,2023-09-10,8.71313,77.365461,24.0,7.38333333,7.615,103.875,1.16666667,0.09333333,37.0833333,94.1666667,yes,97.331027776,96.35958323825656,82.30416665,74,91.70111941187696,Safe
Howrah Ghat,2023-05-11,25.374756,86.473525,24.8333,7.82222,7.95556,345.333,2.71111,1.71167,2177.78,4966.67,yes,91.56252066666669,11.3292761601658,81.9444,80,64.4126711147164,Moderate
Howrah Ghat,2023-01-15,18.784141,73.354198,26.9166667,6.675,7.45833333,120.42,3.59166667,0.73298333,84.8333333,225.833333,yes,93.42052444266666,91.8665382570637,79.93750002499999,80,88.91567125918577,Safe
Babughat,2023-08-17,15.999733,78.378534,26.9166667,6.60909091,7.88833333,465.5,2.73333333,1.10833333,130.0,1074.16667,yes,90.813888896,87.80954309205613,76.38295457499999,75,85.44500940101683,Safe
Bally Bridge,2023-08-20,18.4087934,76.5603828,27.4444444,6.01111111,7.95555556,539.888889,4.74444444,1.87765556,3.11111111,100.0,yes,86.773060742,99.68937233813232,72.88888885,74,86.5938137682397,Safe
Howrah Ghat,2023-02-25,26.798026,75.770665,30.5,8.1,8.1,1390.0,0.74,4.0,6.0,0.63,no,81.91333333333333,99.40179640539353,82.25,80,87.03587225495139,Safe
Howrah Ghat,2023-02-24,32.026795,77.351106,8.0,9.0,8.0,62.0,0.2,0.3,43.0,353.0,yes,98.87333333333332,95.79113900670306,87.5,80,93.78667503534426,Safe
Babughat,2023-05-17,11.7841423,78.2102296,24.4545455,7.66363636,8.01,249.090909,1.51818182,0.40390909,186.363636,370.909091,no,95.16172121133332,82.99717325003068,80.7431818,75,86.61247681954254,Safe
Howrah Ghat,2023-08-28,17.732867,73.991818,20.65,5.25,7.79583333,311.175,5.75,0.4615,237.416667,1372.5,yes,88.85238333333334,78.86626098640306,70.281250025,80,81.25708163425426,Safe
Bally Bridge,2023-06-11,17.2472528,80.1514446,20.3333333,6.09166667,7.27916667,118.666667,0.48333333,0.098,2.0,200.0,yes,98.09048889,99.80019986673332,78.364583325,74,92.24917218102,Safe
Bally Bridge,2023-09-12,26.944481,75.779299,28.5,7.6,7.6,905.0,2.85,3.0,8.0,0.27,yes,84.75,99.20319148370606,83.5,74,87.76095744511183,Safe
Bally Bridge,2023-01-15,29.945691,78.164248,19.9583,6.68333,7.62083,195.75,5.58333,0.08333,1150.0,50916.7,yes,90.531396,31.66367693790531,78.760425,74,68.86374648137159,Moderate
Howrah Ghat,2023-05-23,23.673945,86.952395,29.75,7.9,7.9,730.0,10.17,13.0,23.0,0.51,yes,68.74,97.7262483773277,82.75,80,81.36387451319831,Safe
Howrah Ghat,2023-09-09,19.018316,72.832979,23.6666667,5.94166667,7.875,477.333333,3.15833333,1.456354545,4.16666667,119.166667,yes,89.85047192733333,99.58420018417904,73.14583335,80,88.44461549618705,Safe
Dakshineswar,2023-07-10,32.026795,77.351106,7.0,9.0,8.0,65.0,0.1,0.3,27.0,217.0,yes,98.97666666666666,97.33612415243368,87.5,78,94.09150391239676,Safe
Bally Bridge,2023-06-17,20.966734,72.963288,27.0,7.56666667,7.67833333,1291.16667,10.0,0.33866667,23.0,76.6666667,yes,73.48406663066666,97.7262483773277,82.74583337499999,74,82.66066784046498,Safe
Dakshineswar,2023-07-24,26.9350608,78.5420306,28.0909,6.87273,8.03636,1126.09,8.54545,1.38,223780.0,753800.0,no,76.24116666666666,6.50999776834633e-96,76.59094999999999,78,53.61465666666666,Polluted
Howrah Ghat,2023-09-08,23.354814,86.394442,28.0,7.0,7.0,1249.0,2.62,8.0,23.0,0.32,yes,77.61666666666666,97.7262483773277,85.0,80,85.36454117986497,Safe
Bally Bridge,2023-03-27,10.806784,76.196485,25.5,6.925,7.5,230.5,0.775,0.546666667,1000.0,1725.0,yes,96.22433333306668,36.78794411714424,80.875,74,73.10111656836995,Moderate
Dakshineswar,2023-08-16,16.709001,74.456081,26.4444444,6.35,7.512,298.13,2.62,1.265,4.0,120.0,yes,92.51336666666668,99.60079893439917,77.91,78,90.26758634698642,Safe
Bally Bridge,2023-07-24,20.296059,85.82454,31.0,7.1,7.1,259.0,1.0,4.0,5.0,0.26,yes,92.87666666666668,99.50124791926824,84.75,74,91.35104104244714,Safe
Dakshineswar,2023-08-24,10.308027,76.333678,26.625,6.48333333,6.89166667,100.833333,1.30833333,0.47,468.333333,1126.66667,yes,96.87122223,62.6044807479682,81.60416667499999,78,81.65066645139046,Safe
Babughat,2023-07-28,12.9742475,77.3475174,26.5125,6.075,8.165,933.571429,3.57142857,3.373625,16.75,53.625,no,83.20348095,98.3389501281869,71.6375,75,84.61057741845607,Safe
Babughat,2023-02-05,21.24850768681818,78.72098095669318,27.6666667,5.46666667,7.72916667,570.908333,4.0,0.53166667,127.083333,864.583333,yes,88.53225000066666,88.0660281476012,71.864583325,75,83.70562510954703,Safe
Dakshineswar,2023-01-03,22.260423,84.853584,27.5833333,6.78333333,7.70083333,204.808333,2.53333333,1.52902383,3025.83333,5591.66667,yes,93.35091983266666,4.851737343634834,78.660416675,78,62.32797247115711,Moderate
Babughat,2023-05-26,26.3463713,92.6840426,24.5,7.05,6.775,145.0,3.175,0.1075,90.0,485.0,yes,94.23066666666666,91.39311852712282,83.5625,75,89.32270222480352,Safe
Bally Bridge,2023-08-25,9.370661,76.411473,27.75,6.725,6.75,75.75,1.175,1.205,310.0,625.0,yes,96.71183333333332,73.34469562242893,81.75,74,84.43814202006203,Safe
Howrah Ghat,2023-01-20,9.32341,76.451728,26.75,6.55,6.9,70.0,0.9,0.49,222.5,495.0,yes,97.708,80.05150067502288,82.0,80,87.49865020250687,Safe
Howrah Ghat,2023-01-04,31.0696572,77.8199313,11.33,9.39091,7.45,68.2545,0.49091,0.12327,4.0,10.0,yes,98.56429233333331,99.60079893439917,93.57955,80,96.02186661365307,Safe
Babughat,2023-10-11,10.9644458,78.1779862,28.0,6.50833333,8.11636364,635.181818,0.82916667,0.17175,160.0,325.0,no,92.40522626,85.21437889662113,74.16893935000002,75,84.86019204298634,Safe
Babughat,2023-02-02,10.076186,76.326099,26.9583333,6.225,6.81666667,309.416667,1.61666667,0.3925,1129.16667,2725.0,yes,94.43627777,32.3302561920418,79.75000002499999,75,70.92358797061254,Moderate
Dakshineswar,2023-01-25,26.3991195,87.2568579,25.0,2.5,7.56,962.333,9.5,1.38,9000.0,21333.3,yes,76.60600333333333,0.0123409804086679,58.3,78,50.10610362745594,Polluted
Dakshineswar,2023-02-23,11.786442,75.572791,25.875,6.475,6.75,58.25,0.47,0.24,303.25,1026.0,yes,98.59883333333332,73.84144696756884,80.5,78,85.49196742360398,Safe
Bally Bridge,2023-11-20,18.8043913,75.1680394,19.7272727,5.99666667,7.76666667,643.5,4.98,1.34083333,83.5833333,200.083333,yes,85.852333336,91.98144323053184,74.23333332499999,74,84.18203296855955,Safe
Babughat,2023-08-09,23.2060462,88.5516516,28.3636,1.85455,7.24545,513.818,16.0909,0.48,1471818.0,2584545.0,yes,73.02328666666666,0.0,57.43187500000001,75,48.19568966666667,Polluted
Howrah Ghat,2023-11-09,22.2375766,84.8033401,26.3333333,7.05833333,7.725,143.141667,1.24166667,1.19338058,1847.5,3491.66667,yes,95.958323306,15.76307510052842,79.85416665,80,67.08308518255853,Moderate
Howrah Ghat,2023-09-10,19.0623704,72.8410241,24.8333333,7.975,8.02833333,481.0,2.3,0.30666667,75.8,854.0,no,91.87799999733332,92.7001588338254,82.16250002499999,80,88.99374765408096,Safe
Dakshineswar,2023-01-26,18.953437,72.841544,19.5,5.29333333,7.84166667,653.583333,6.23333333,1.29366667,62.4166667,163.333333,yes,84.11812222733333,93.9491350466002,70.154166625,78,83.66282272991339,Safe
Bally Bridge,2023-01-17,23.5251102,77.8081363,36.0,7.75,7.935,435.667,3.38333,1.34833,3.33333,57.5,yes,90.05355933333334,99.6672219376764,81.73750000000001,74,89.66909031463626,Safe
Babughat,2023-05-09,22.5121451,88.3636951,27.3333333,8.35,7.91583333,325.916667,3.86666667,0.05666667,29750.0,56583.3333,yes,91.539944434,1.201542573177179e-11,84.881250025,75,61.0922277786036,Moderate
Dakshineswar,2023-04-29,11.334237,76.029521,28.0,7.45,7.175,52.0,0.625,0.1525,285.0,900.0,yes,98.52466666666666,75.20142543193826,85.9375,78,86.95779429624814,Safe
Howrah Ghat,2023-01-11,31.381038,76.381092,20.0,8.0,8.0,272.0,2.7,1.9,305.0,703.0,yes,92.16,73.71233743916278,82.5,80,83.47770123174882,Safe
Babughat,2023-01-25,21.820617,84.951573,28.25,7.78333333,7.86454545,192.375,1.625,1.54070204,1442.5,2825.0,yes,94.67702170133332,23.63361790680484,82.432575775,75,68.9474092075748,Moderate
Howrah Ghat,2023-01-30,15.4785694,78.4830934,27.0,7.6,7.6,1397.0,2.3,6.0,23.0,1.64,yes,78.16333333333333,97.7262483773277,83.5,80,85.28320784653164,Safe
Babughat,2023-06-19,13.924862,77.634067,24.3636364,6.92545455,7.31,157.454545,1.0,0.07209091,460.0,1600.0,yes,97.03444848866668,63.1283645506926,82.30227275000001,75,81.71274331067445,Safe
Howrah Ghat,2023-11-07,20.000747,73.9363495,25.6666667,6.15,7.66833333,330.25,4.95,1.12885,14.5,37.6666667,yes,89.19442,98.56046187323824,75.737500025,80,88.39340656697146,Safe
Bally Bridge,2023-11-07,14.473862,78.968418,26.1,6.825,7.91888889,768.333333,2.74444444,1.3,117.777778,1040.0,yes,87.61740741666667,88.88935623735155,77.233333325,74,84.56043650287214,Safe
Bally Bridge,2023-05-25,11.093394,77.843517,28.5,5.6,7.71416667,475.083333,1.705,0.24741667,387.5,673.333333,yes,92.77790000066666,67.87516342514144,72.64374997499999,74,79.4024590228091,Safe
Bally Bridge,2023-10-28,15.620679,73.895789,28.25,7.325,5.905,73.75,1.525,0.215,7.66666667,163.333333,no,97.05716666666666,99.23626472577068,78.4125,74,91.67624608439787,Safe
Dakshineswar,2023-04-27,26.468279,74.635422,23.0,7.6,7.6,1210.0,1.38,6.0,80.0,0.42,yes,81.26,92.31163463866358,83.5,78,84.69749039159908,Safe
Babughat,2023-05-31,22.748331,88.338505,28.25,7.8125,7.92583,285.633,1.90833,0.25535,66666.7,97916.7,yes,94.39495,1.114346012354185e-27,82.118775,75,61.681735,Moderate
Babughat,2023-10-10,22.882515,88.014097,29.5909091,11.3363636,8.16545455,746.181818,9.72727273,0.51914,81818.1818,129454.545,no,79.15317284666666,2.92964585694102e-34,97.940908875,75,58.74945091366667,Moderate
Bally Bridge,2023-04-14,26.899033,75.764292,28.0,7.8,7.8,920.0,0.58,3.0,4.0,0.57,yes,87.62666666666667,99.60079893439917,83.0,74,88.9309063469864,Safe
Dakshineswar,2023-04-12,25.5787726,91.8932535,19.0,6.925,7.15833333,238.916667,7.275,0.9825,2691.66667,3525.0,yes,87.12483333,6.776789847364251,83.437500025,78,61.37047029120927,Moderate
Howrah Ghat,2023-10-17,28.196777,78.381378,19.2286,8.73714,7.45833,188.5,3.08333,0.22833,420.0,850.0,yes,93.82122933333332,65.70468198150567,90.248225,80,83.28954132778503,Safe
Babughat,2023-10-31,26.6521907,92.7895702,15.66667,7.15,7.2,127.0,2.0,0.11,200.0,636.6667,yes,95.97533333333334,81.87307530779819,84.25,75,87.30205592567279,Safe
Babughat,2023-01-09,26.2196205,84.3566593,24.6667,7.6,7.84,360.667,2.73333,1.38,900.0,2100.0,yes,91.64489,40.65696597405991,81.7,75,72.69504579221798,Moderate
Howrah Ghat,2023-05-09,13.15,77.49,25.5,9.885,9.575,545.0,2.5,5.755,8.5,17.5,no,86.61266666666667,99.15360228629667,80.11250000000001,80,88.41364735255569,Safe
Dakshineswar,2023-04-14,18.884244,73.163172,26.9166667,6.8,7.35833333,128.633333,3.24166667,0.86331667,51.4166667,132.916667,yes,93.70079110733332,94.98828035327212,81.31250002499999,78,90.03930055391497,Safe
Dakshineswar,2023-01-07,15.700179,73.905388,26.0,6.80833333,6.24833333,226.433333,1.58333333,0.18,9.33333333,151.363636,no,95.48055556333333,99.07100870349436,78.40416662500002,78,91.39435816138165,Safe
Dakshineswar,2023-06-11,10.9459614,77.7125767,26.75,6.23333333,7.591,170.033333,1.82083333,0.23,132.5,276.666667,yes,95.68788889666666,87.59029341062032,76.73416664999999,78,87.69907691185276,Safe
Babughat,2023-03-15,32.264338,75.642112,15.0,7.0,7.0,334.0,1.0,2.0,158.0,600.0,yes,93.72666666666666,85.38497819684817,85.0,75,87.60616012572112,Safe
